timestamp,pressure,flow_rate,temperature,vibration,leak_label,hour
2024-01-01 00:00:00,85.43145590623375,102.85705824893391,24.13395938795093,5.576064945337812,0,0
2024-01-01 00:01:00,80.89628610498843,95.52835243885869,27.791480701545925,6.677137624017936,0,0
2024-01-01 00:02:00,68.83689136407443,97.12129519098823,24.340780602500434,5.147672669725638,0,0
2024-01-01 00:03:00,72.57638347657735,74.98757473232999,25.54448982190056,4.615251479136226,0,0
2024-01-01 00:04:00,78.92345678901234,98.76543210987654,26.78901234567890,5.123456789012345,0,0
2024-01-01 00:05:00,82.34567890123456,101.23456789012345,25.67890123456789,4.987654321098765,0,0
2024-01-01 00:06:00,79.01234567890123,96.78901234567890,24.56789012345678,5.345678901234567,0,0
2024-01-01 00:07:00,83.45678901234567,103.45678901234567,26.45678901234567,5.789012345678901,0,0
2024-01-01 00:08:00,76.78901234567890,94.56789012345678,23.78901234567890,4.678901234567890,0,0
2024-01-01 00:09:00,81.23456789012345,99.01234567890123,25.01234567890123,5.012345678901234,0,0
2024-01-01 00:10:00,84.56789012345678,104.56789012345678,26.89012345678901,6.123456789012345,0,0
2024-01-01 00:11:00,77.89012345678901,93.45678901234567,24.45678901234567,4.456789012345678,0,0
2024-01-01 00:12:00,80.12345678901234,97.89012345678901,25.78901234567890,5.567890123456789,0,0
2024-01-01 00:13:00,85.67890123456789,105.67890123456789,27.01234567890123,6.234567890123456,0,0
2024-01-01 00:14:00,79.45678901234567,95.67890123456789,24.89012345678901,4.789012345678901,0,0
2024-01-01 00:15:00,82.78901234567890,100.12345678901234,26.12345678901234,5.890123456789012,0,0
2024-01-01 00:16:00,86.12345678901234,106.12345678901234,27.23456789012345,6.345678901234567,0,0
2024-01-01 00:17:00,78.34567890123456,92.34567890123456,23.67890123456789,4.345678901234567,0,0
2024-01-01 00:18:00,81.67890123456789,98.45678901234567,25.45678901234567,5.456789012345678,0,0
2024-01-01 00:19:00,84.01234567890123,102.34567890123456,26.56789012345678,6.012345678901234,0,0
2024-01-01 00:20:00,87.34567890123456,107.45678901234567,27.67890123456789,6.456789012345678,0,0
2024-01-01 00:21:00,79.78901234567890,94.78901234567890,24.12345678901234,4.567890123456789,0,0
2024-01-01 00:22:00,83.12345678901234,99.56789012345678,25.89012345678901,5.678901234567890,0,0
2024-01-01 00:23:00,86.45678901234567,103.78901234567890,26.90123456790123,6.123456789012345,0,0
2024-01-01 00:24:00,88.78901234567890,108.56789012345678,28.01234567890123,6.567890123456789,0,0
2024-01-01 00:25:00,80.23456789012345,96.12345678901234,24.23456789012345,4.678901234567890,0,0
2024-01-01 00:26:00,84.56789012345678,100.78901234567890,26.01234567890123,5.789012345678901,0,0
2024-01-01 00:27:00,87.90123456790123,104.90123456790123,27.12345678901234,6.234567890123456,0,0
2024-01-01 00:28:00,90.23456789012345,109.67890123456789,28.23456789012345,6.678901234567890,0,0
2024-01-01 00:29:00,81.67890123456789,97.45678901234567,24.34567890123456,4.789012345678901,0,0
2024-01-01 00:30:00,85.01234567890123,101.90123456790123,26.12345678901234,5.901234567901234,0,0
2024-01-01 00:31:00,88.34567890123456,106.01234567890123,27.23456789012345,6.345678901234567,0,0
2024-01-01 00:32:00,91.67890123456789,110.78901234567890,28.34567890123456,6.789012345678901,0,0
2024-01-01 00:33:00,82.12345678901234,98.78901234567890,24.45678901234567,4.901234567901234,0,0
2024-01-01 00:34:00,86.45678901234567,103.01234567890123,26.23456789012345,6.012345678901234,0,0
2024-01-01 00:35:00,89.78901234567890,107.12345678901234,27.34567890123456,6.456789012345678,0,0
2024-01-01 00:36:00,93.12345678901234,111.90123456790123,28.45678901234567,6.901234567901234,0,0
2024-01-01 00:37:00,83.56789012345678,100.12345678901234,24.56789012345678,5.012345678901234,0,0
2024-01-01 00:38:00,87.90123456790123,104.12345678901234,26.34567890123456,6.123456789012345,0,0
2024-01-01 00:39:00,91.23456789012345,108.23456789012345,27.45678901234567,6.567890123456789,0,0
2024-01-01 00:40:00,94.56789012345678,113.01234567890123,28.56789012345678,7.012345678901234,0,0
2024-01-01 00:41:00,85.01234567890123,101.45678901234567,24.67890123456789,5.123456789012345,0,0
2024-01-01 00:42:00,89.34567890123456,105.23456789012345,26.45678901234567,6.234567890123456,0,0
2024-01-01 00:43:00,92.67890123456789,109.34567890123456,27.56789012345678,6.678901234567890,0,0
2024-01-01 00:44:00,96.01234567890123,114.12345678901234,28.67890123456789,7.123456789012345,0,0
2024-01-01 00:45:00,86.45678901234567,102.78901234567890,24.78901234567890,5.234567890123456,0,0
2024-01-01 00:46:00,90.78901234567890,106.34567890123456,26.56789012345678,6.345678901234567,0,0
2024-01-01 00:47:00,94.12345678901234,110.45678901234567,27.67890123456789,6.789012345678901,0,0
2024-01-01 00:48:00,97.45678901234567,115.23456789012345,28.78901234567890,7.234567890123456,0,0
2024-01-01 00:49:00,87.90123456790123,104.12345678901234,24.90123456790123,5.345678901234567,0,0
2024-01-01 00:50:00,92.23456789012345,107.45678901234567,26.67890123456789,6.456789012345678,0,0
2024-01-01 00:51:00,95.56789012345678,111.56789012345678,27.78901234567890,6.901234567901234,0,0
2024-01-01 00:52:00,98.90123456790123,116.34567890123456,28.90123456790123,7.345678901234567,0,0
2024-01-01 00:53:00,89.34567890123456,105.45678901234567,25.01234567890123,5.456789012345678,0,0
2024-01-01 00:54:00,93.67890123456789,108.56789012345678,26.78901234567890,6.567890123456789,0,0
2024-01-01 00:55:00,97.01234567890123,112.67890123456789,27.90123456790123,7.012345678901234,0,0
2024-01-01 00:56:00,100.34567890123456,117.45678901234567,29.01234567890123,7.456789012345678,0,0
2024-01-01 00:57:00,90.78901234567890,106.78901234567890,25.12345678901234,5.567890123456789,0,0
2024-01-01 00:58:00,95.12345678901234,109.67890123456789,26.90123456790123,6.678901234567890,0,0
2024-01-01 00:59:00,98.45678901234567,113.78901234567890,28.01234567890123,7.123456789012345,0,0
2024-01-01 01:00:00,101.78901234567890,118.56789012345678,29.12345678901234,7.567890123456789,0,1
